Time_lapsed (hr:mm:ss) --> 00:00:02, Epoch: 1, Training loss: 7.1250267
Time_lapsed (hr:mm:ss) --> 02:21:20, Epoch: 461, Training loss: 3.2608452
Time_lapsed (hr:mm:ss) --> 02:21:22, Epoch: 461, Training loss: 2.3691657
Time_lapsed (hr:mm:ss) --> 02:21:24, Epoch: 461, Training loss: 2.7367225
Time_lapsed (hr:mm:ss) --> 02:21:26, Epoch: 461, Training loss: 2.8555717
Time_lapsed (hr:mm:ss) --> 02:21:28, Epoch: 461, Training loss: 2.525049
Time_lapsed (hr:mm:ss) --> 02:21:29, Epoch: 461, Training loss: 2.2729952
Time_lapsed (hr:mm:ss) --> 02:21:31, Epoch: 461, Training loss: 2.5930438
Time_lapsed (hr:mm:ss) --> 02:21:33, Epoch: 461, Training loss: 2.5889168
Time_lapsed (hr:mm:ss) --> 02:21:37, Epoch: 462, Training loss: 2.440036
Time_lapsed (hr:mm:ss) --> 02:21:39, Epoch: 462, Training loss: 3.0562563
Time_lapsed (hr:mm:ss) --> 02:21:41, Epoch: 462, Training loss: 2.310218
Time_lapsed (hr:mm:ss) --> 02:21:42, Epoch: 462, Training loss: 2.5735974
Time_lapsed (hr:mm:ss) --> 02:21:44, Epoch: 462, Training loss: 2.7593493
Time_lapsed (hr:mm:ss) --> 02:21:46, Epoch: 462, Training loss: 2.8080213
Time_lapsed (hr:mm:ss) --> 02:21:48, Epoch: 462, Training loss: 2.416465
Time_lapsed (hr:mm:ss) --> 02:21:50, Epoch: 462, Training loss: 2.578613
Time_lapsed (hr:mm:ss) --> 02:21:52, Epoch: 462, Training loss: 2.68544
Time_lapsed (hr:mm:ss) --> 02:21:55, Epoch: 463, Training loss: 2.755602
Time_lapsed (hr:mm:ss) --> 02:21:57, Epoch: 463, Training loss: 3.06113
Time_lapsed (hr:mm:ss) --> 02:21:59, Epoch: 463, Training loss: 2.2237809
Time_lapsed (hr:mm:ss) --> 02:22:01, Epoch: 463, Training loss: 2.4049711
Time_lapsed (hr:mm:ss) --> 02:22:03, Epoch: 463, Training loss: 2.704675
Time_lapsed (hr:mm:ss) --> 02:22:05, Epoch: 463, Training loss: 2.5742674
Time_lapsed (hr:mm:ss) --> 02:22:06, Epoch: 463, Training loss: 2.3495922
Time_lapsed (hr:mm:ss) --> 02:22:08, Epoch: 463, Training loss: 2.861064
Time_lapsed (hr:mm:ss) --> 02:22:10, Epoch: 463, Training loss: 2.702622
Time_lapsed (hr:mm:ss) --> 02:22:14, Epoch: 464, Training loss: 2.5727375
Time_lapsed (hr:mm:ss) --> 02:22:16, Epoch: 464, Training loss: 3.4338033
Time_lapsed (hr:mm:ss) --> 02:22:18, Epoch: 464, Training loss: 2.4752345
Time_lapsed (hr:mm:ss) --> 02:22:19, Epoch: 464, Training loss: 2.6791213
Time_lapsed (hr:mm:ss) --> 02:22:21, Epoch: 464, Training loss: 2.4407158
Time_lapsed (hr:mm:ss) --> 02:22:23, Epoch: 464, Training loss: 2.7200637
Time_lapsed (hr:mm:ss) --> 02:22:25, Epoch: 464, Training loss: 2.3428626
Time_lapsed (hr:mm:ss) --> 02:22:27, Epoch: 464, Training loss: 2.478143
Time_lapsed (hr:mm:ss) --> 02:22:29, Epoch: 464, Training loss: 2.857215
Time_lapsed (hr:mm:ss) --> 02:22:32, Epoch: 465, Training loss: 2.7100868
Time_lapsed (hr:mm:ss) --> 02:22:34, Epoch: 465, Training loss: 3.1531773
Time_lapsed (hr:mm:ss) --> 02:22:36, Epoch: 465, Training loss: 2.3861995
Time_lapsed (hr:mm:ss) --> 02:22:38, Epoch: 465, Training loss: 2.3972867
Time_lapsed (hr:mm:ss) --> 02:22:40, Epoch: 465, Training loss: 2.3207393
Time_lapsed (hr:mm:ss) --> 02:22:42, Epoch: 465, Training loss: 2.6134958
Time_lapsed (hr:mm:ss) --> 02:22:43, Epoch: 465, Training loss: 2.3041244
Time_lapsed (hr:mm:ss) --> 02:22:45, Epoch: 465, Training loss: 2.872629
Time_lapsed (hr:mm:ss) --> 02:22:47, Epoch: 465, Training loss: 2.7530336
Time_lapsed (hr:mm:ss) --> 02:22:51, Epoch: 466, Training loss: 2.5922105
Time_lapsed (hr:mm:ss) --> 02:22:53, Epoch: 466, Training loss: 2.7717428
Time_lapsed (hr:mm:ss) --> 02:22:55, Epoch: 466, Training loss: 2.4233701
Time_lapsed (hr:mm:ss) --> 02:22:56, Epoch: 466, Training loss: 2.8789053
Time_lapsed (hr:mm:ss) --> 02:22:58, Epoch: 466, Training loss: 2.328697
Time_lapsed (hr:mm:ss) --> 02:23:00, Epoch: 466, Training loss: 2.4660237
Time_lapsed (hr:mm:ss) --> 02:23:02, Epoch: 466, Training loss: 2.1856515
Time_lapsed (hr:mm:ss) --> 02:23:04, Epoch: 466, Training loss: 2.6439457
Time_lapsed (hr:mm:ss) --> 02:23:06, Epoch: 466, Training loss: 2.6402638
Time_lapsed (hr:mm:ss) --> 02:23:10, Epoch: 467, Training loss: 2.5428796
Time_lapsed (hr:mm:ss) --> 02:23:11, Epoch: 467, Training loss: 3.0547607
Time_lapsed (hr:mm:ss) --> 02:23:13, Epoch: 467, Training loss: 2.4532585
Time_lapsed (hr:mm:ss) --> 02:23:15, Epoch: 467, Training loss: 2.314481
Time_lapsed (hr:mm:ss) --> 02:23:17, Epoch: 467, Training loss: 2.7060366
Time_lapsed (hr:mm:ss) --> 02:23:19, Epoch: 467, Training loss: 2.657596
Time_lapsed (hr:mm:ss) --> 02:23:21, Epoch: 467, Training loss: 2.4826708
Time_lapsed (hr:mm:ss) --> 02:23:22, Epoch: 467, Training loss: 2.4927197
Time_lapsed (hr:mm:ss) --> 02:23:24, Epoch: 467, Training loss: 2.43277
Time_lapsed (hr:mm:ss) --> 02:23:28, Epoch: 468, Training loss: 2.6851997
Time_lapsed (hr:mm:ss) --> 02:23:30, Epoch: 468, Training loss: 2.7281766
Time_lapsed (hr:mm:ss) --> 02:23:32, Epoch: 468, Training loss: 2.4511724
Time_lapsed (hr:mm:ss) --> 02:23:34, Epoch: 468, Training loss: 2.805152
Time_lapsed (hr:mm:ss) --> 02:23:35, Epoch: 468, Training loss: 2.7333722
Time_lapsed (hr:mm:ss) --> 02:23:37, Epoch: 468, Training loss: 2.9340916
Time_lapsed (hr:mm:ss) --> 02:23:39, Epoch: 468, Training loss: 2.4103146
Time_lapsed (hr:mm:ss) --> 02:23:41, Epoch: 468, Training loss: 2.5541847
Time_lapsed (hr:mm:ss) --> 02:23:43, Epoch: 468, Training loss: 2.474339
Time_lapsed (hr:mm:ss) --> 02:23:47, Epoch: 469, Training loss: 2.8476894
Time_lapsed (hr:mm:ss) --> 02:23:48, Epoch: 469, Training loss: 3.1948714
Time_lapsed (hr:mm:ss) --> 02:23:50, Epoch: 469, Training loss: 2.1759374
Time_lapsed (hr:mm:ss) --> 02:23:52, Epoch: 469, Training loss: 2.7613957
Time_lapsed (hr:mm:ss) --> 02:23:54, Epoch: 469, Training loss: 2.7514508
Time_lapsed (hr:mm:ss) --> 02:23:56, Epoch: 469, Training loss: 2.399666
Time_lapsed (hr:mm:ss) --> 02:23:58, Epoch: 469, Training loss: 2.2140543
Time_lapsed (hr:mm:ss) --> 02:23:59, Epoch: 469, Training loss: 2.3631926
Time_lapsed (hr:mm:ss) --> 02:24:01, Epoch: 469, Training loss: 2.5982997
Time_lapsed (hr:mm:ss) --> 02:24:05, Epoch: 470, Training loss: 2.3858333
Time_lapsed (hr:mm:ss) --> 02:24:07, Epoch: 470, Training loss: 2.946434
Time_lapsed (hr:mm:ss) --> 02:24:09, Epoch: 470, Training loss: 2.5709448
Time_lapsed (hr:mm:ss) --> 02:24:10, Epoch: 470, Training loss: 2.7889051
Time_lapsed (hr:mm:ss) --> 02:24:12, Epoch: 470, Training loss: 2.432879
Time_lapsed (hr:mm:ss) --> 02:24:14, Epoch: 470, Training loss: 2.5731785
Time_lapsed (hr:mm:ss) --> 02:24:16, Epoch: 470, Training loss: 2.2369666
Time_lapsed (hr:mm:ss) --> 02:24:18, Epoch: 470, Training loss: 2.347012
Time_lapsed (hr:mm:ss) --> 02:24:20, Epoch: 470, Training loss: 2.7311397
Time_lapsed (hr:mm:ss) --> 02:24:23, Epoch: 471, Training loss: 2.4076898
Time_lapsed (hr:mm:ss) --> 02:24:25, Epoch: 471, Training loss: 2.9378643
Time_lapsed (hr:mm:ss) --> 02:24:27, Epoch: 471, Training loss: 2.052281
Time_lapsed (hr:mm:ss) --> 02:24:29, Epoch: 471, Training loss: 2.5414426
Time_lapsed (hr:mm:ss) --> 02:24:31, Epoch: 471, Training loss: 2.8843002
Time_lapsed (hr:mm:ss) --> 02:24:33, Epoch: 471, Training loss: 2.8369489
Time_lapsed (hr:mm:ss) --> 02:24:34, Epoch: 471, Training loss: 2.248072
Time_lapsed (hr:mm:ss) --> 02:24:36, Epoch: 471, Training loss: 2.5796392
Time_lapsed (hr:mm:ss) --> 02:24:38, Epoch: 471, Training loss: 2.8411164
Time_lapsed (hr:mm:ss) --> 02:24:42, Epoch: 472, Training loss: 2.470127
Time_lapsed (hr:mm:ss) --> 02:24:44, Epoch: 472, Training loss: 2.5511227
Time_lapsed (hr:mm:ss) --> 02:24:46, Epoch: 472, Training loss: 2.619694
Time_lapsed (hr:mm:ss) --> 02:24:47, Epoch: 472, Training loss: 2.5290217
Time_lapsed (hr:mm:ss) --> 02:24:49, Epoch: 472, Training loss: 2.681802
Time_lapsed (hr:mm:ss) --> 02:24:51, Epoch: 472, Training loss: 2.5292513
Time_lapsed (hr:mm:ss) --> 02:24:53, Epoch: 472, Training loss: 2.4586823
Time_lapsed (hr:mm:ss) --> 02:24:55, Epoch: 472, Training loss: 2.7772765
Time_lapsed (hr:mm:ss) --> 02:24:57, Epoch: 472, Training loss: 2.7314322
Time_lapsed (hr:mm:ss) --> 02:25:00, Epoch: 473, Training loss: 2.696958
Time_lapsed (hr:mm:ss) --> 02:25:02, Epoch: 473, Training loss: 2.8149776
Time_lapsed (hr:mm:ss) --> 02:25:04, Epoch: 473, Training loss: 2.651671
Time_lapsed (hr:mm:ss) --> 02:25:06, Epoch: 473, Training loss: 2.559058
Time_lapsed (hr:mm:ss) --> 02:25:08, Epoch: 473, Training loss: 2.4309547
Time_lapsed (hr:mm:ss) --> 02:25:10, Epoch: 473, Training loss: 2.612699
Time_lapsed (hr:mm:ss) --> 02:25:11, Epoch: 473, Training loss: 2.2882721
Time_lapsed (hr:mm:ss) --> 02:25:13, Epoch: 473, Training loss: 2.6048884
Time_lapsed (hr:mm:ss) --> 02:25:15, Epoch: 473, Training loss: 2.3730612
Time_lapsed (hr:mm:ss) --> 02:25:19, Epoch: 474, Training loss: 2.4623368
Time_lapsed (hr:mm:ss) --> 02:25:21, Epoch: 474, Training loss: 2.925371
Time_lapsed (hr:mm:ss) --> 02:25:22, Epoch: 474, Training loss: 2.5237348
Time_lapsed (hr:mm:ss) --> 02:25:24, Epoch: 474, Training loss: 2.5314863
Time_lapsed (hr:mm:ss) --> 02:25:26, Epoch: 474, Training loss: 2.783679
Time_lapsed (hr:mm:ss) --> 02:25:28, Epoch: 474, Training loss: 2.6821399
Time_lapsed (hr:mm:ss) --> 02:25:30, Epoch: 474, Training loss: 2.3455904
Time_lapsed (hr:mm:ss) --> 02:25:32, Epoch: 474, Training loss: 2.5800676
Time_lapsed (hr:mm:ss) --> 02:25:33, Epoch: 474, Training loss: 2.7360375
Time_lapsed (hr:mm:ss) --> 02:25:37, Epoch: 475, Training loss: 2.5904353
Time_lapsed (hr:mm:ss) --> 02:25:39, Epoch: 475, Training loss: 3.136199
Time_lapsed (hr:mm:ss) --> 02:25:41, Epoch: 475, Training loss: 2.3255336
Time_lapsed (hr:mm:ss) --> 02:25:43, Epoch: 475, Training loss: 2.977162
Time_lapsed (hr:mm:ss) --> 02:25:44, Epoch: 475, Training loss: 2.45825
Time_lapsed (hr:mm:ss) --> 02:25:46, Epoch: 475, Training loss: 2.7545037
Time_lapsed (hr:mm:ss) --> 02:25:48, Epoch: 475, Training loss: 2.3647232
Time_lapsed (hr:mm:ss) --> 02:25:50, Epoch: 475, Training loss: 2.570723
Time_lapsed (hr:mm:ss) --> 02:25:52, Epoch: 475, Training loss: 2.7504675
Time_lapsed (hr:mm:ss) --> 02:25:56, Epoch: 476, Training loss: 2.3626993
Time_lapsed (hr:mm:ss) --> 02:25:57, Epoch: 476, Training loss: 3.2056477
Time_lapsed (hr:mm:ss) --> 02:25:59, Epoch: 476, Training loss: 2.5910673
Time_lapsed (hr:mm:ss) --> 02:26:01, Epoch: 476, Training loss: 2.6197393
Time_lapsed (hr:mm:ss) --> 02:26:03, Epoch: 476, Training loss: 2.4846954
Time_lapsed (hr:mm:ss) --> 02:26:05, Epoch: 476, Training loss: 2.560062
Time_lapsed (hr:mm:ss) --> 02:26:07, Epoch: 476, Training loss: 2.442155
Time_lapsed (hr:mm:ss) --> 02:26:09, Epoch: 476, Training loss: 2.724021
Time_lapsed (hr:mm:ss) --> 02:26:10, Epoch: 476, Training loss: 2.7977421
Time_lapsed (hr:mm:ss) --> 02:26:14, Epoch: 477, Training loss: 2.4565182
Time_lapsed (hr:mm:ss) --> 02:26:16, Epoch: 477, Training loss: 2.9059312
Time_lapsed (hr:mm:ss) --> 02:26:18, Epoch: 477, Training loss: 2.345881
Time_lapsed (hr:mm:ss) --> 02:26:20, Epoch: 477, Training loss: 2.9148002
Time_lapsed (hr:mm:ss) --> 02:26:22, Epoch: 477, Training loss: 2.5872793
Time_lapsed (hr:mm:ss) --> 02:26:23, Epoch: 477, Training loss: 2.3304887
Time_lapsed (hr:mm:ss) --> 02:26:25, Epoch: 477, Training loss: 2.2583418
Time_lapsed (hr:mm:ss) --> 02:26:27, Epoch: 477, Training loss: 2.382032
Time_lapsed (hr:mm:ss) --> 02:26:29, Epoch: 477, Training loss: 2.7062328
Time_lapsed (hr:mm:ss) --> 02:26:33, Epoch: 478, Training loss: 2.3611414
Time_lapsed (hr:mm:ss) --> 02:26:34, Epoch: 478, Training loss: 2.606897
Time_lapsed (hr:mm:ss) --> 02:26:36, Epoch: 478, Training loss: 2.3011947
Time_lapsed (hr:mm:ss) --> 02:26:38, Epoch: 478, Training loss: 3.1260717
Time_lapsed (hr:mm:ss) --> 02:26:40, Epoch: 478, Training loss: 2.6138682
Time_lapsed (hr:mm:ss) --> 02:26:42, Epoch: 478, Training loss: 2.658194
Time_lapsed (hr:mm:ss) --> 02:26:44, Epoch: 478, Training loss: 2.358047
Time_lapsed (hr:mm:ss) --> 02:26:45, Epoch: 478, Training loss: 2.6753354
Time_lapsed (hr:mm:ss) --> 02:26:47, Epoch: 478, Training loss: 2.5179882
Time_lapsed (hr:mm:ss) --> 02:26:51, Epoch: 479, Training loss: 2.763402
Time_lapsed (hr:mm:ss) --> 02:26:53, Epoch: 479, Training loss: 3.1911297
Time_lapsed (hr:mm:ss) --> 02:26:55, Epoch: 479, Training loss: 2.7716494
Time_lapsed (hr:mm:ss) --> 02:26:57, Epoch: 479, Training loss: 2.7315867
Time_lapsed (hr:mm:ss) --> 02:26:59, Epoch: 479, Training loss: 2.375557
Time_lapsed (hr:mm:ss) --> 02:27:00, Epoch: 479, Training loss: 2.5931683
Time_lapsed (hr:mm:ss) --> 02:27:02, Epoch: 479, Training loss: 2.4560974
Time_lapsed (hr:mm:ss) --> 02:27:04, Epoch: 479, Training loss: 2.4785745
Time_lapsed (hr:mm:ss) --> 02:27:06, Epoch: 479, Training loss: 2.8287
Time_lapsed (hr:mm:ss) --> 02:27:10, Epoch: 480, Training loss: 2.3708248
Time_lapsed (hr:mm:ss) --> 02:27:11, Epoch: 480, Training loss: 2.5618746
Time_lapsed (hr:mm:ss) --> 02:27:13, Epoch: 480, Training loss: 2.422444
Time_lapsed (hr:mm:ss) --> 02:27:15, Epoch: 480, Training loss: 2.4305332
Time_lapsed (hr:mm:ss) --> 02:27:17, Epoch: 480, Training loss: 2.5656788
Time_lapsed (hr:mm:ss) --> 02:27:19, Epoch: 480, Training loss: 2.6787374
Time_lapsed (hr:mm:ss) --> 02:27:21, Epoch: 480, Training loss: 2.753319
Time_lapsed (hr:mm:ss) --> 02:27:23, Epoch: 480, Training loss: 2.5631862
Time_lapsed (hr:mm:ss) --> 02:27:24, Epoch: 480, Training loss: 2.4037712
Time_lapsed (hr:mm:ss) --> 02:27:28, Epoch: 481, Training loss: 2.8418088
Time_lapsed (hr:mm:ss) --> 02:27:30, Epoch: 481, Training loss: 2.8551521
Time_lapsed (hr:mm:ss) --> 02:27:32, Epoch: 481, Training loss: 2.5246217
Time_lapsed (hr:mm:ss) --> 02:27:34, Epoch: 481, Training loss: 2.726609
Time_lapsed (hr:mm:ss) --> 02:27:35, Epoch: 481, Training loss: 2.5472825
Time_lapsed (hr:mm:ss) --> 02:27:37, Epoch: 481, Training loss: 2.451744
Time_lapsed (hr:mm:ss) --> 02:27:39, Epoch: 481, Training loss: 2.2345777
Time_lapsed (hr:mm:ss) --> 02:27:41, Epoch: 481, Training loss: 2.7468944
Time_lapsed (hr:mm:ss) --> 02:27:43, Epoch: 481, Training loss: 2.595408
Time_lapsed (hr:mm:ss) --> 02:27:46, Epoch: 482, Training loss: 2.4418268
Time_lapsed (hr:mm:ss) --> 02:27:48, Epoch: 482, Training loss: 3.0829234
Time_lapsed (hr:mm:ss) --> 02:27:50, Epoch: 482, Training loss: 2.3278985
Time_lapsed (hr:mm:ss) --> 02:27:52, Epoch: 482, Training loss: 2.7980492
Time_lapsed (hr:mm:ss) --> 02:27:54, Epoch: 482, Training loss: 2.5495389
Time_lapsed (hr:mm:ss) --> 02:27:56, Epoch: 482, Training loss: 2.636982
Time_lapsed (hr:mm:ss) --> 02:27:58, Epoch: 482, Training loss: 2.491717
Time_lapsed (hr:mm:ss) --> 02:27:59, Epoch: 482, Training loss: 2.3241823
Time_lapsed (hr:mm:ss) --> 02:28:01, Epoch: 482, Training loss: 2.660315
Time_lapsed (hr:mm:ss) --> 02:28:05, Epoch: 483, Training loss: 2.751153
Time_lapsed (hr:mm:ss) --> 02:28:07, Epoch: 483, Training loss: 3.1151772
Time_lapsed (hr:mm:ss) --> 02:28:09, Epoch: 483, Training loss: 2.5476272
Time_lapsed (hr:mm:ss) --> 02:28:11, Epoch: 483, Training loss: 2.4328046
Time_lapsed (hr:mm:ss) --> 02:28:12, Epoch: 483, Training loss: 2.4926562
Time_lapsed (hr:mm:ss) --> 02:28:14, Epoch: 483, Training loss: 2.5967464
Time_lapsed (hr:mm:ss) --> 02:28:16, Epoch: 483, Training loss: 2.5501797
Time_lapsed (hr:mm:ss) --> 02:28:18, Epoch: 483, Training loss: 3.0061269
Time_lapsed (hr:mm:ss) --> 02:28:20, Epoch: 483, Training loss: 2.4977987
Time_lapsed (hr:mm:ss) --> 02:28:23, Epoch: 484, Training loss: 2.3957453
Time_lapsed (hr:mm:ss) --> 02:28:25, Epoch: 484, Training loss: 2.7768312
Time_lapsed (hr:mm:ss) --> 02:28:27, Epoch: 484, Training loss: 2.4775743
Time_lapsed (hr:mm:ss) --> 02:28:29, Epoch: 484, Training loss: 2.6970623
Time_lapsed (hr:mm:ss) --> 02:28:31, Epoch: 484, Training loss: 2.4919915
Time_lapsed (hr:mm:ss) --> 02:28:33, Epoch: 484, Training loss: 2.372059
Time_lapsed (hr:mm:ss) --> 02:28:35, Epoch: 484, Training loss: 2.1780124
Time_lapsed (hr:mm:ss) --> 02:28:36, Epoch: 484, Training loss: 2.6272366
Time_lapsed (hr:mm:ss) --> 02:28:38, Epoch: 484, Training loss: 2.5795953
Time_lapsed (hr:mm:ss) --> 02:28:42, Epoch: 485, Training loss: 2.3393846
Time_lapsed (hr:mm:ss) --> 02:28:44, Epoch: 485, Training loss: 3.0285335
Time_lapsed (hr:mm:ss) --> 02:28:46, Epoch: 485, Training loss: 2.488248
Time_lapsed (hr:mm:ss) --> 02:28:48, Epoch: 485, Training loss: 2.4314575
Time_lapsed (hr:mm:ss) --> 02:28:49, Epoch: 485, Training loss: 2.2958689
Time_lapsed (hr:mm:ss) --> 02:28:51, Epoch: 485, Training loss: 2.4698033
Time_lapsed (hr:mm:ss) --> 02:28:53, Epoch: 485, Training loss: 2.2748
Time_lapsed (hr:mm:ss) --> 02:28:55, Epoch: 485, Training loss: 2.5919726
Time_lapsed (hr:mm:ss) --> 02:28:57, Epoch: 485, Training loss: 2.6011486
Time_lapsed (hr:mm:ss) --> 02:29:00, Epoch: 486, Training loss: 2.466702
Time_lapsed (hr:mm:ss) --> 02:29:02, Epoch: 486, Training loss: 2.883573
Time_lapsed (hr:mm:ss) --> 02:29:04, Epoch: 486, Training loss: 2.42226
Time_lapsed (hr:mm:ss) --> 02:29:06, Epoch: 486, Training loss: 2.3554022
Time_lapsed (hr:mm:ss) --> 02:29:08, Epoch: 486, Training loss: 2.7034953
Time_lapsed (hr:mm:ss) --> 02:29:10, Epoch: 486, Training loss: 2.480135
Time_lapsed (hr:mm:ss) --> 02:29:11, Epoch: 486, Training loss: 2.329061
Time_lapsed (hr:mm:ss) --> 02:29:13, Epoch: 486, Training loss: 2.45683
Time_lapsed (hr:mm:ss) --> 02:29:15, Epoch: 486, Training loss: 2.8494105
Time_lapsed (hr:mm:ss) --> 02:29:19, Epoch: 487, Training loss: 2.4392843
Time_lapsed (hr:mm:ss) --> 02:29:21, Epoch: 487, Training loss: 2.945562
Time_lapsed (hr:mm:ss) --> 02:29:23, Epoch: 487, Training loss: 2.3378904
Time_lapsed (hr:mm:ss) --> 02:29:24, Epoch: 487, Training loss: 2.3987923
Time_lapsed (hr:mm:ss) --> 02:29:26, Epoch: 487, Training loss: 2.5775814
Time_lapsed (hr:mm:ss) --> 02:29:28, Epoch: 487, Training loss: 2.673865
Time_lapsed (hr:mm:ss) --> 02:29:30, Epoch: 487, Training loss: 2.387021
Time_lapsed (hr:mm:ss) --> 02:29:32, Epoch: 487, Training loss: 2.4506638
Time_lapsed (hr:mm:ss) --> 02:29:34, Epoch: 487, Training loss: 2.5401824
Time_lapsed (hr:mm:ss) --> 02:29:37, Epoch: 488, Training loss: 2.810102
Time_lapsed (hr:mm:ss) --> 02:29:39, Epoch: 488, Training loss: 2.680743
Time_lapsed (hr:mm:ss) --> 02:29:41, Epoch: 488, Training loss: 2.310775
Time_lapsed (hr:mm:ss) --> 02:29:43, Epoch: 488, Training loss: 2.5924714
Time_lapsed (hr:mm:ss) --> 02:29:45, Epoch: 488, Training loss: 2.2911525
Time_lapsed (hr:mm:ss) --> 02:29:47, Epoch: 488, Training loss: 2.7028327
Time_lapsed (hr:mm:ss) --> 02:29:49, Epoch: 488, Training loss: 2.4540102
Time_lapsed (hr:mm:ss) --> 02:29:50, Epoch: 488, Training loss: 2.413567
Time_lapsed (hr:mm:ss) --> 02:29:52, Epoch: 488, Training loss: 3.0844088
Time_lapsed (hr:mm:ss) --> 02:29:56, Epoch: 489, Training loss: 2.427133
Time_lapsed (hr:mm:ss) --> 02:29:58, Epoch: 489, Training loss: 2.8407812
Time_lapsed (hr:mm:ss) --> 02:30:00, Epoch: 489, Training loss: 2.504108
Time_lapsed (hr:mm:ss) --> 02:30:01, Epoch: 489, Training loss: 2.6826525
Time_lapsed (hr:mm:ss) --> 02:30:03, Epoch: 489, Training loss: 2.80801
Time_lapsed (hr:mm:ss) --> 02:30:05, Epoch: 489, Training loss: 2.5636654
Time_lapsed (hr:mm:ss) --> 02:30:07, Epoch: 489, Training loss: 2.1349359
Time_lapsed (hr:mm:ss) --> 02:30:09, Epoch: 489, Training loss: 2.6450481
Time_lapsed (hr:mm:ss) --> 02:30:11, Epoch: 489, Training loss: 2.4259796
Time_lapsed (hr:mm:ss) --> 02:30:14, Epoch: 490, Training loss: 2.6088321
Time_lapsed (hr:mm:ss) --> 02:30:16, Epoch: 490, Training loss: 2.5903513
Time_lapsed (hr:mm:ss) --> 02:30:18, Epoch: 490, Training loss: 2.3925972
Time_lapsed (hr:mm:ss) --> 02:30:20, Epoch: 490, Training loss: 2.3225446
Time_lapsed (hr:mm:ss) --> 02:30:22, Epoch: 490, Training loss: 2.4140792
Time_lapsed (hr:mm:ss) --> 02:30:24, Epoch: 490, Training loss: 2.344841
Time_lapsed (hr:mm:ss) --> 02:30:26, Epoch: 490, Training loss: 2.4782712
Time_lapsed (hr:mm:ss) --> 02:30:27, Epoch: 490, Training loss: 2.3944888
Time_lapsed (hr:mm:ss) --> 02:30:29, Epoch: 490, Training loss: 2.4796088
Time_lapsed (hr:mm:ss) --> 02:30:33, Epoch: 491, Training loss: 2.5843978
Time_lapsed (hr:mm:ss) --> 02:30:35, Epoch: 491, Training loss: 3.146133
Time_lapsed (hr:mm:ss) --> 02:30:37, Epoch: 491, Training loss: 2.4860687
Time_lapsed (hr:mm:ss) --> 02:30:38, Epoch: 491, Training loss: 2.7490053
Time_lapsed (hr:mm:ss) --> 02:30:40, Epoch: 491, Training loss: 2.7114487
Time_lapsed (hr:mm:ss) --> 02:30:42, Epoch: 491, Training loss: 2.3676348
Time_lapsed (hr:mm:ss) --> 02:30:44, Epoch: 491, Training loss: 2.3911207
Time_lapsed (hr:mm:ss) --> 02:30:46, Epoch: 491, Training loss: 2.5482478
Time_lapsed (hr:mm:ss) --> 02:30:48, Epoch: 491, Training loss: 2.3590627
Time_lapsed (hr:mm:ss) --> 02:30:51, Epoch: 492, Training loss: 2.3135555
Time_lapsed (hr:mm:ss) --> 02:30:53, Epoch: 492, Training loss: 2.7812319
Time_lapsed (hr:mm:ss) --> 02:30:55, Epoch: 492, Training loss: 2.390161
Time_lapsed (hr:mm:ss) --> 02:30:57, Epoch: 492, Training loss: 2.7124236
Time_lapsed (hr:mm:ss) --> 02:30:59, Epoch: 492, Training loss: 2.6221116
Time_lapsed (hr:mm:ss) --> 02:31:01, Epoch: 492, Training loss: 2.5161054
Time_lapsed (hr:mm:ss) --> 02:31:02, Epoch: 492, Training loss: 2.378542
Time_lapsed (hr:mm:ss) --> 02:31:04, Epoch: 492, Training loss: 2.4153006
Time_lapsed (hr:mm:ss) --> 02:31:06, Epoch: 492, Training loss: 2.699185
Time_lapsed (hr:mm:ss) --> 02:31:10, Epoch: 493, Training loss: 2.537663
Time_lapsed (hr:mm:ss) --> 02:31:12, Epoch: 493, Training loss: 3.3808255
Time_lapsed (hr:mm:ss) --> 02:31:14, Epoch: 493, Training loss: 2.3120646
Time_lapsed (hr:mm:ss) --> 02:31:15, Epoch: 493, Training loss: 2.6159818
Time_lapsed (hr:mm:ss) --> 02:31:17, Epoch: 493, Training loss: 2.7432685
Time_lapsed (hr:mm:ss) --> 02:31:19, Epoch: 493, Training loss: 2.2450871
Time_lapsed (hr:mm:ss) --> 02:31:21, Epoch: 493, Training loss: 2.119462
Time_lapsed (hr:mm:ss) --> 02:31:23, Epoch: 493, Training loss: 2.3768153
Time_lapsed (hr:mm:ss) --> 02:31:25, Epoch: 493, Training loss: 2.944092
Time_lapsed (hr:mm:ss) --> 02:31:28, Epoch: 494, Training loss: 2.515196
Time_lapsed (hr:mm:ss) --> 02:31:30, Epoch: 494, Training loss: 2.9366076
Time_lapsed (hr:mm:ss) --> 02:31:32, Epoch: 494, Training loss: 2.5658033
Time_lapsed (hr:mm:ss) --> 02:31:34, Epoch: 494, Training loss: 2.4547193
Time_lapsed (hr:mm:ss) --> 02:31:36, Epoch: 494, Training loss: 2.784875
Time_lapsed (hr:mm:ss) --> 02:31:38, Epoch: 494, Training loss: 2.7282407
Time_lapsed (hr:mm:ss) --> 02:31:39, Epoch: 494, Training loss: 2.3335185
Time_lapsed (hr:mm:ss) --> 02:31:41, Epoch: 494, Training loss: 2.3331246
Time_lapsed (hr:mm:ss) --> 02:31:43, Epoch: 494, Training loss: 2.1059003
